aa	af:Afar	af-NA:Afar	am:አፋርኛ	ar:الأفارية	ar-AE:الأفارية	ar-BH:الأفارية	ar-DJ:الأفارية	ar-DZ:الأفارية	ar-EG:الأفارية	ar-EH:الأفارية	ar-ER:الأفارية	ar-IL:الأفارية	ar-IQ:الأفارية	ar-JO:الأفارية	ar-KM:الأفارية	ar-KW:الأفارية	ar-LB:الأفارية	ar-LY:الأفارية	ar-MA:الأفارية	ar-MR:الأفارية
bbj	ar:لغة الغومالا	ar-AE:لغة الغومالا	ar-BH:لغة الغومالا	ar-DJ:لغة الغومالا	ar-DZ:لغة الغومالا	ar-EG:لغة الغومالا	ar-EH:لغة الغومالا	ar-ER:لغة الغومالا	ar-IL:لغة الغومالا	ar-IQ:لغة الغومالا	ar-JO:لغة الغومالا	ar-KM:لغة الغومالا	ar-KW:لغة الغومالا	ar-LB:لغة الغومالا	ar-LY:لغة الغومالا	ar-MA:لغة الغومالا	ar-MR:لغة الغومالا	ar-OM:لغة الغومالا	ar-PS:لغة الغومالا	ar-QA:لغة الغومالا
be	af:Belarussies	af-NA:Belarussies	agq:Bɛ̀làlusàn	ak:Belarus kasa	am:ቤላራሻኛ	ar:البيلاروسية	ar-AE:البيلاروسية	ar-BH:البيلاروسية	ar-DJ:البيلاروسية	ar-DZ:البيلاروسية	ar-EG:البيلاروسية	ar-EH:البيلاروسية	ar-ER:البيلاروسية	ar-IL:البيلاروسية	ar-IQ:البيلاروسية	ar-JO:البيلاروسية	ar-KM:البيلاروسية	ar-KW:البيلاروسية	ar-LB:البيلاروسية	ar-LY:البيلاروسية
bej	am:ቤጃ	ar:البيجا	ar-AE:البيجا	ar-BH:البيجا	ar-DJ:البيجا	ar-DZ:البيجا	ar-EG:البيجا	ar-EH:البيجا	ar-ER:البيجا	ar-IL:البيجا	ar-IQ:البيجا	ar-JO:البيجا	ar-KM:البيجا	ar-KW:البيجا	ar-LB:البيجا	ar-LY:البيجا	ar-MA:البيجا	ar-MR:البيجا	ar-OM:البيجا	ar-PS:البيجا
bem	af:Bemba	af-NA:Bemba	am:ቤምባ	ar:البيمبا	ar-AE:البيمبا	ar-BH:البيمبا	ar-DJ:البيمبا	ar-DZ:البيمبا	ar-EG:البيمبا	ar-EH:البيمبا	ar-ER:البيمبا	ar-IL:البيمبا	ar-IQ:البيمبا	ar-JO:البيمبا	ar-KM:البيمبا	ar-KW:البيمبا	ar-LB:البيمبا	ar-LY:البيمبا	ar-MA:البيمبا	ar-MR:البيمبا
bew	am:ቤታዊ	ast:betawi	ba:бетави	bal-Latn:Betawi	blo:Betawii kagɩja	cs:batavština	cv:батав чӗлхи	de:Betawi	de-AT:Betawi	de-BE:Betawi	de-CH:Betawi	de-IT:Betawi	de-LI:Betawi	de-LU:Betawi	en:Betawi	en-001:Betawi	en-150:Betawi	en-AE:Betawi	en-AG:Betawi	en-AI:Betawi
bez	af:Bena	af-NA:Bena	am:ቤና	ar:بينا	ar-AE:بينا	ar-BH:بينا	ar-DJ:بينا	ar-DZ:بينا	ar-EG:بينا	ar-EH:بينا	ar-ER:بينا	ar-IL:بينا	ar-IQ:بينا	ar-JO:بينا	ar-KM:بينا	ar-KW:بينا	ar-LB:بينا	ar-LY:بينا	ar-MA:بينا	ar-MR:بينا
bfd	am:ባፉት	ar:لغة البافوت	ar-AE:لغة البافوت	ar-BH:لغة البافوت	ar-DJ:لغة البافوت	ar-DZ:لغة البافوت	ar-EG:لغة البافوت	ar-EH:لغة البافوت	ar-ER:لغة البافوت	ar-IL:لغة البافوت	ar-IQ:لغة البافوت	ar-JO:لغة البافوت	ar-KM:لغة البافوت	ar-KW:لغة البافوت	ar-LB:لغة البافوت	ar-LY:لغة البافوت	ar-MA:لغة البافوت	ar-MR:لغة البافوت	ar-OM:لغة البافوت	ar-PS:لغة البافوت
bfq	am:ባዳጋ	ast:badaga	ca:badaga	ca-AD:badaga	ca-ES-valencia:badaga	ca-FR:badaga	ca-IT:badaga	cs:badagština	cy:Badaga	de:Badaga	de-AT:Badaga	de-BE:Badaga	de-CH:Badaga	de-IT:Badaga	de-LI:Badaga	de-LU:Badaga	en:Badaga	en-001:Badaga	en-150:Badaga	en-AE:Badaga
bg	af:Bulgaars	af-NA:Bulgaars	agq:Bùugɨlìa	ak:Bɔlgeria kasa	am:ቡልጋሪኛ	ar:البلغارية	ar-AE:البلغارية	ar-BH:البلغارية	ar-DJ:البلغارية	ar-DZ:البلغارية	ar-EG:البلغارية	ar-EH:البلغارية	ar-ER:البلغارية	ar-IL:البلغارية	ar-IQ:البلغارية	ar-JO:البلغارية	ar-KM:البلغارية	ar-KW:البلغارية	ar-LB:البلغارية	ar-LY:البلغارية
bgc	af:Haryanvi	af-NA:Haryanvi	ak:Harianvi	am:ሃርያንቪኛ	ar:الهارينفية	ar-AE:الهارينفية	ar-BH:الهارينفية	ar-DJ:الهارينفية	ar-DZ:الهارينفية	ar-EG:الهارينفية	ar-EH:الهارينفية	ar-ER:الهارينفية	ar-IL:الهارينفية	ar-IQ:الهارينفية	ar-JO:الهارينفية	ar-KM:الهارينفية	ar-KW:الهارينفية	ar-LB:الهارينفية	ar-LY:الهارينفية	ar-MA:الهارينفية
bgn	af:Wes-Balochi	af-NA:Wes-Balochi	am:የምዕራብ ባሎቺ	ar:البلوشية الغربية	ar-AE:البلوشية الغربية	ar-BH:البلوشية الغربية	ar-DJ:البلوشية الغربية	ar-DZ:البلوشية الغربية	ar-EG:البلوشية الغربية	ar-EH:البلوشية الغربية	ar-ER:البلوشية الغربية	ar-IL:البلوشية الغربية	ar-IQ:البلوشية الغربية	ar-JO:البلوشية الغربية	ar-KM:البلوشية الغربية	ar-KW:البلوشية الغربية	ar-LB:البلوشية الغربية	ar-LY:البلوشية الغربية	ar-MA:البلوشية الغربية	ar-MR:البلوشية الغربية
bho	af:Bhojpuri	af-NA:Bhojpuri	ak:Bopuri	am:ቦጅፑሪ	ar:البهوجبورية	ar-AE:البهوجبورية	ar-BH:البهوجبورية	ar-DJ:البهوجبورية	ar-DZ:البهوجبورية	ar-EG:البهوجبورية	ar-EH:البهوجبورية	ar-ER:البهوجبورية	ar-IL:البهوجبورية	ar-IQ:البهوجبورية	ar-JO:البهوجبورية	ar-KM:البهوجبورية	ar-KW:البهوجبورية	ar-LB:البهوجبورية	ar-LY:البهوجبورية	ar-MA:البهوجبورية
bi	af:Bislama	af-NA:Bislama	am:ቢስላምኛ	ar:البيسلامية	ar-AE:البيسلامية	ar-BH:البيسلامية	ar-DJ:البيسلامية	ar-DZ:البيسلامية	ar-EG:البيسلامية	ar-EH:البيسلامية	ar-ER:البيسلامية	ar-IL:البيسلامية	ar-IQ:البيسلامية	ar-JO:البيسلامية	ar-KM:البيسلامية	ar-KW:البيسلامية	ar-LB:البيسلامية	ar-LY:البيسلامية	ar-MA:البيسلامية	ar-MR:البيسلامية
bik	am:ቢኮል	ar:البيكولية	ar-AE:البيكولية	ar-BH:البيكولية	ar-DJ:البيكولية	ar-DZ:البيكولية	ar-EG:البيكولية	ar-EH:البيكولية	ar-ER:البيكولية	ar-IL:البيكولية	ar-IQ:البيكولية	ar-JO:البيكولية	ar-KM:البيكولية	ar-KW:البيكولية	ar-LB:البيكولية	ar-LY:البيكولية	ar-MA:البيكولية	ar-MR:البيكولية	ar-OM:البيكولية	ar-PS:البيكولية
bin	af:Bini	af-NA:Bini	am:ቢኒ	ar:البينية	ar-AE:البينية	ar-BH:البينية	ar-DJ:البينية	ar-DZ:البينية	ar-EG:البينية	ar-EH:البينية	ar-ER:البينية	ar-IL:البينية	ar-IQ:البينية	ar-JO:البينية	ar-KM:البينية	ar-KW:البينية	ar-LB:البينية	ar-LY:البينية	ar-MA:البينية	ar-MR:البينية
bjn	am:ባንጃር	ast:banjar	cs:bandžarština	de:Banjaresisch	de-AT:Banjaresisch	de-BE:Banjaresisch	de-CH:Banjaresisch	de-IT:Banjaresisch	de-LI:Banjaresisch	de-LU:Banjaresisch	en:Banjar	en-001:Banjar	en-150:Banjar	en-AE:Banjar	en-AG:Banjar	en-AI:Banjar	en-AS:Banjar	en-AT:Banjar	en-AU:Banjar	en-BB:Banjar
bkm	ar:لغة الكوم	ar-AE:لغة الكوم	ar-BH:لغة الكوم	ar-DJ:لغة الكوم	ar-DZ:لغة الكوم	ar-EG:لغة الكوم	ar-EH:لغة الكوم	ar-ER:لغة الكوم	ar-IL:لغة الكوم	ar-IQ:لغة الكوم	ar-JO:لغة الكوم	ar-KM:لغة الكوم	ar-KW:لغة الكوم	ar-LB:لغة الكوم	ar-LY:لغة الكوم	ar-MA:لغة الكوم	ar-MR:لغة الكوم	ar-OM:لغة الكوم	ar-PS:لغة الكوم	ar-QA:لغة الكوم
bla	af:Siksika	af-NA:Siksika	am:ሲክሲካ	ar:السيكسيكية	ar-AE:السيكسيكية	ar-BH:السيكسيكية	ar-DJ:السيكسيكية	ar-DZ:السيكسيكية	ar-EG:السيكسيكية	ar-EH:السيكسيكية	ar-ER:السيكسيكية	ar-IL:السيكسيكية	ar-IQ:السيكسيكية	ar-JO:السيكسيكية	ar-KM:السيكسيكية	ar-KW:السيكسيكية	ar-LB:السيكسيكية	ar-LY:السيكسيكية	ar-MA:السيكسيكية	ar-MR:السيكسيكية
blo	af:Anii	af-NA:Anii	ak:Anii	am:አኒኛ	ar:الآنية	ar-AE:الآنية	ar-BH:الآنية	ar-DJ:الآنية	ar-DZ:الآنية	ar-EG:الآنية	ar-EH:الآنية	ar-ER:الآنية	ar-IL:الآنية	ar-IQ:الآنية	ar-JO:الآنية	ar-KM:الآنية	ar-KW:الآنية	ar-LB:الآنية	ar-LY:الآنية	ar-MA:الآنية
blt	ba:тай дам	bal-Latn:Tái Dam	blo:Taii Ɖam kagɩja	blt:ꪼꪕꪒꪾ	cv:тай-дам чӗлхи	en:Tai Dam	en-001:Tai Dam	en-150:Tai Dam	en-AE:Tai Dam	en-AG:Tai Dam	en-AI:Tai Dam	en-AS:Tai Dam	en-AT:Tai Dam	en-AU:Tai Dam	en-BB:Tai Dam	en-BE:Tai Dam	en-BI:Tai Dam	en-BM:Tai Dam	en-BS:Tai Dam	en-BW:Tai Dam
bm	af:Bambara	af-NA:Bambara	am:ባምባርኛ	ar:البامبارا	ar-AE:البامبارا	ar-BH:البامبارا	ar-DJ:البامبارا	ar-DZ:البامبارا	ar-EG:البامبارا	ar-EH:البامبارا	ar-ER:البامبارا	ar-IL:البامبارا	ar-IQ:البامبارا	ar-JO:البامبارا	ar-KM:البامبارا	ar-KW:البامبارا	ar-LB:البامبارا	ar-LY:البامبارا	ar-MA:البامبارا	ar-MR:البامبارا
bn	af:Bengaals	af-NA:Bengaals	agq:Bɨ̀ŋgalì	ak:Bengali kasa	am:ቤንጋሊኛ	ar:البنغالية	ar-AE:البنغالية	ar-BH:البنغالية	ar-DJ:البنغالية	ar-DZ:البنغالية	ar-EG:البنغالية	ar-EH:البنغالية	ar-ER:البنغالية	ar-IL:البنغالية	ar-IQ:البنغالية	ar-JO:البنغالية	ar-KM:البنغالية	ar-KW:البنغالية	ar-LB:البنغالية	ar-LY:البنغالية
bo	af:Tibettaans	af-NA:Tibettaans	am:ቲቤታንኛ	ar:التبتية	ar-AE:التبتية	ar-BH:التبتية	ar-DJ:التبتية	ar-DZ:التبتية	ar-EG:التبتية	ar-EH:التبتية	ar-ER:التبتية	ar-IL:التبتية	ar-IQ:التبتية	ar-JO:التبتية	ar-KM:التبتية	ar-KW:التبتية	ar-LB:التبتية	ar-LY:التبتية	ar-MA:التبتية	ar-MR:التبتية
bpy	am:ቢሹንፑሪያ	ast:bishnupriya	cs:bišnuprijskomanipurština	de:Bishnupriya	de-AT:Bishnupriya	de-BE:Bishnupriya	de-CH:Bishnupriya	de-IT:Bishnupriya	de-LI:Bishnupriya	de-LU:Bishnupriya	en:Bishnupriya	en-001:Bishnupriya	en-150:Bishnupriya	en-AE:Bishnupriya	en-AG:Bishnupriya	en-AI:Bishnupriya	en-AS:Bishnupriya	en-AT:Bishnupriya	en-AU:Bishnupriya	en-BB:Bishnupriya
bqi	am:ባክህቲያሪ	ast:bakhtiari	ba:бәхтиәр	blo:Baktiyarii kagɩja	cs:bachtijárština	cv:бахтияр чӗлхи	de:Bachtiarisch	de-AT:Bachtiarisch	de-BE:Bachtiarisch	de-CH:Bachtiarisch	de-IT:Bachtiarisch	de-LI:Bachtiarisch	de-LU:Bachtiarisch	en:Bakhtiari	en-001:Bakhtiari	en-150:Bakhtiari	en-AE:Bakhtiari	en-AG:Bakhtiari	en-AI:Bakhtiari	en-AS:Bakhtiari
br	af:Bretons	af-NA:Bretons	ak:Britenni	am:ብሬቶንኛ	ar:البريتونية	ar-AE:البريتونية	ar-BH:البريتونية	ar-DJ:البريتونية	ar-DZ:البريتونية	ar-EG:البريتونية	ar-EH:البريتونية	ar-ER:البريتونية	ar-IL:البريتونية	ar-IQ:البريتونية	ar-JO:البريتونية	ar-KM:البريتونية	ar-KW:البريتونية	ar-LB:البريتونية	ar-LY:البريتونية	ar-MA:البريتونية
bra	am:ብራጅ	ar:البراجية	ar-AE:البراجية	ar-BH:البراجية	ar-DJ:البراجية	ar-DZ:البراجية	ar-EG:البراجية	ar-EH:البراجية	ar-ER:البراجية	ar-IL:البراجية	ar-IQ:البراجية	ar-JO:البراجية	ar-KM:البراجية	ar-KW:البراجية	ar-LB:البراجية	ar-LY:البراجية	ar-MA:البراجية	ar-MR:البراجية	ar-OM:البراجية	ar-PS:البراجية
brh	am:ብራሁዪ	ast:brahui	br:brahweg	ca:brahui	ca-AD:brahui	ca-ES-valencia:brahui	ca-FR:brahui	ca-IT:brahui	cs:brahujština	cy:Brahui	de:Brahui	de-AT:Brahui	de-BE:Brahui	de-CH:Brahui	de-IT:Brahui	de-LI:Brahui	de-LU:Brahui	en:Brahui	en-001:Brahui	en-150:Brahui
brx	af:Bodo	af-NA:Bodo	ak:Bodo	am:ቦዶ	ar:البودو	ar-AE:البودو	ar-BH:البودو	ar-DJ:البودو	ar-DZ:البودو	ar-EG:البودو	ar-EH:البودو	ar-ER:البودو	ar-IL:البودو	ar-IQ:البودو	ar-JO:البودو	ar-KM:البودو	ar-KW:البودو	ar-LB:البودو	ar-LY:البودو	ar-MA:البودو
bs	af:Bosnies	af-NA:Bosnies	ak:Bosniani	am:ቦስኒያንኛ	ar:البوسنية	ar-AE:البوسنية	ar-BH:البوسنية	ar-DJ:البوسنية	ar-DZ:البوسنية	ar-EG:البوسنية	ar-EH:البوسنية	ar-ER:البوسنية	ar-IL:البوسنية	ar-IQ:البوسنية	ar-JO:البوسنية	ar-KM:البوسنية	ar-KW:البوسنية	ar-LB:البوسنية	ar-LY:البوسنية	ar-MA:البوسنية
bss	am:አኮስ	ar:أكوس	ar-AE:أكوس	ar-BH:أكوس	ar-DJ:أكوس	ar-DZ:أكوس	ar-EG:أكوس	ar-EH:أكوس	ar-ER:أكوس	ar-IL:أكوس	ar-IQ:أكوس	ar-JO:أكوس	ar-KM:أكوس	ar-KW:أكوس	ar-LB:أكوس	ar-LY:أكوس	ar-MA:أكوس	ar-MR:أكوس	ar-OM:أكوس	ar-PS:أكوس
bua	am:ቡሪያት	ar:البرياتية	ar-AE:البرياتية	ar-BH:البرياتية	ar-DJ:البرياتية	ar-DZ:البرياتية	ar-EG:البرياتية	ar-EH:البرياتية	ar-ER:البرياتية	ar-IL:البرياتية	ar-IQ:البرياتية	ar-JO:البرياتية	ar-KM:البرياتية	ar-KW:البرياتية	ar-LB:البرياتية	ar-LY:البرياتية	ar-MA:البرياتية	ar-MR:البرياتية	ar-OM:البرياتية	ar-PS:البرياتية
bug	af:Buginees	af-NA:Buginees	am:ቡጊኔዝ	ar:البجينيزية	ar-AE:البجينيزية	ar-BH:البجينيزية	ar-DJ:البجينيزية	ar-DZ:البجينيزية	ar-EG:البجينيزية	ar-EH:البجينيزية	ar-ER:البجينيزية	ar-IL:البجينيزية	ar-IQ:البجينيزية	ar-JO:البجينيزية	ar-KM:البجينيزية	ar-KW:البجينيزية	ar-LB:البجينيزية	ar-LY:البجينيزية	ar-MA:البجينيزية	ar-MR:البجينيزية
bum	am:ቡሉ	ar:لغة البولو	ar-AE:لغة البولو	ar-BH:لغة البولو	ar-DJ:لغة البولو	ar-DZ:لغة البولو	ar-EG:لغة البولو	ar-EH:لغة البولو	ar-ER:لغة البولو	ar-IL:لغة البولو	ar-IQ:لغة البولو	ar-JO:لغة البولو	ar-KM:لغة البولو	ar-KW:لغة البولو	ar-LB:لغة البولو	ar-LY:لغة البولو	ar-MA:لغة البولو	ar-MR:لغة البولو	ar-OM:لغة البولو	ar-PS:لغة البولو
byn	af:Blin	af-NA:Blin	am:ብሊን	ar:البلينية	ar-AE:البلينية	ar-BH:البلينية	ar-DJ:البلينية	ar-DZ:البلينية	ar-EG:البلينية	ar-EH:البلينية	ar-ER:البلينية	ar-IL:البلينية	ar-IQ:البلينية	ar-JO:البلينية	ar-KM:البلينية	ar-KW:البلينية	ar-LB:البلينية	ar-LY:البلينية	ar-MA:البلينية	ar-MR:البلينية
byv	ar:لغة الميدومبا	ar-AE:لغة الميدومبا	ar-BH:لغة الميدومبا	ar-DJ:لغة الميدومبا	ar-DZ:لغة الميدومبا	ar-EG:لغة الميدومبا	ar-EH:لغة الميدومبا	ar-ER:لغة الميدومبا	ar-IL:لغة الميدومبا	ar-IQ:لغة الميدومبا	ar-JO:لغة الميدومبا	ar-KM:لغة الميدومبا	ar-KW:لغة الميدومبا	ar-LB:لغة الميدومبا	ar-LY:لغة الميدومبا	ar-MA:لغة الميدومبا	ar-MR:لغة الميدومبا	ar-OM:لغة الميدومبا	ar-PS:لغة الميدومبا	ar-QA:لغة الميدومبا
ca	af:Katalaans	af-NA:Katalaans	ak:Katalan	am:ካታላንኛ	ar:الكتالانية	ar-AE:الكتالانية	ar-BH:الكتالانية	ar-DJ:الكتالانية	ar-DZ:الكتالانية	ar-EG:الكتالانية	ar-EH:الكتالانية	ar-ER:الكتالانية	ar-IL:الكتالانية	ar-IQ:الكتالانية	ar-JO:الكتالانية	ar-KM:الكتالانية	ar-KW:الكتالانية	ar-LB:الكتالانية	ar-LY:الكتالانية	ar-MA:الكتالانية
cad	am:ካዶ	ar:الكادو	ar-AE:الكادو	ar-BH:الكادو	ar-DJ:الكادو	ar-DZ:الكادو	ar-EG:الكادو	ar-EH:الكادو	ar-ER:الكادو	ar-IL:الكادو	ar-IQ:الكادو	ar-JO:الكادو	ar-KM:الكادو	ar-KW:الكادو	ar-LB:الكادو	ar-LY:الكادو	ar-MA:الكادو	ar-MR:الكادو	ar-OM:الكادو	ar-PS:الكادو
car	am:ካሪብ	ar:الكاريبية	ar-AE:الكاريبية	ar-BH:الكاريبية	ar-DJ:الكاريبية	ar-DZ:الكاريبية	ar-EG:الكاريبية	ar-EH:الكاريبية	ar-ER:الكاريبية	ar-IL:الكاريبية	ar-IQ:الكاريبية	ar-JO:الكاريبية	ar-KM:الكاريبية	ar-KW:الكاريبية	ar-LB:الكاريبية	ar-LY:الكاريبية	ar-MA:الكاريبية	ar-MR:الكاريبية	ar-OM:الكاريبية	ar-PS:الكاريبية
cay	af:Cayuga	af-NA:Cayuga	am:ካዩጋ	ar:الكايوجية	ar-AE:الكايوجية	ar-BH:الكايوجية	ar-DJ:الكايوجية	ar-DZ:الكايوجية	ar-EG:الكايوجية	ar-EH:الكايوجية	ar-ER:الكايوجية	ar-IL:الكايوجية	ar-IQ:الكايوجية	ar-JO:الكايوجية	ar-KM:الكايوجية	ar-KW:الكايوجية	ar-LB:الكايوجية	ar-LY:الكايوجية	ar-MA:الكايوجية	ar-MR:الكايوجية
cch	am:አትሳም	ar:الأتسام	ar-AE:الأتسام	ar-BH:الأتسام	ar-DJ:الأتسام	ar-DZ:الأتسام	ar-EG:الأتسام	ar-EH:الأتسام	ar-ER:الأتسام	ar-IL:الأتسام	ar-IQ:الأتسام	ar-JO:الأتسام	ar-KM:الأتسام	ar-KW:الأتسام	ar-LB:الأتسام	ar-LY:الأتسام	ar-MA:الأتسام	ar-MR:الأتسام	ar-OM:الأتسام	ar-PS:الأتسام
ccp	af:Tsjaakma	af-NA:Tsjaakma	am:ቻክማ	ar:تشاكما	ar-AE:تشاكما	ar-BH:تشاكما	ar-DJ:تشاكما	ar-DZ:تشاكما	ar-EG:تشاكما	ar-EH:تشاكما	ar-ER:تشاكما	ar-IL:تشاكما	ar-IQ:تشاكما	ar-JO:تشاكما	ar-KM:تشاكما	ar-KW:تشاكما	ar-LB:تشاكما	ar-LY:تشاكما	ar-MA:تشاكما	ar-MR:تشاكما
ce	af:Tsjetsjeens	af-NA:Tsjetsjeens	am:ችችን	ar:الشيشانية	ar-AE:الشيشانية	ar-BH:الشيشانية	ar-DJ:الشيشانية	ar-DZ:الشيشانية	ar-EG:الشيشانية	ar-EH:الشيشانية	ar-ER:الشيشانية	ar-IL:الشيشانية	ar-IQ:الشيشانية	ar-JO:الشيشانية	ar-KM:الشيشانية	ar-KW:الشيشانية	ar-LB:الشيشانية	ar-LY:الشيشانية	ar-MA:الشيشانية	ar-MR:الشيشانية
ceb	af:Cebuano	af-NA:Cebuano	ak:Kebuano	am:ሴብዋኖ	ar:السيبيوانية	ar-AE:السيبيوانية	ar-BH:السيبيوانية	ar-DJ:السيبيوانية	ar-DZ:السيبيوانية	ar-EG:السيبيوانية	ar-EH:السيبيوانية	ar-ER:السيبيوانية	ar-IL:السيبيوانية	ar-IQ:السيبيوانية	ar-JO:السيبيوانية	ar-KM:السيبيوانية	ar-KW:السيبيوانية	ar-LB:السيبيوانية	ar-LY:السيبيوانية	ar-MA:السيبيوانية
cgg	af:Kiga	af-NA:Kiga	am:ቺጋኛ	ar:تشيغا	ar-AE:تشيغا	ar-BH:تشيغا	ar-DJ:تشيغا	ar-DZ:تشيغا	ar-EG:تشيغا	ar-EH:تشيغا	ar-ER:تشيغا	ar-IL:تشيغا	ar-IQ:تشيغا	ar-JO:تشيغا	ar-KM:تشيغا	ar-KW:تشيغا	ar-LB:تشيغا	ar-LY:تشيغا	ar-MA:تشيغا	ar-MR:تشيغا
ch	af:Chamorro	af-NA:Chamorro	am:ቻሞሮ	ar:التشامورو	ar-AE:التشامورو	ar-BH:التشامورو	ar-DJ:التشامورو	ar-DZ:التشامورو	ar-EG:التشامورو	ar-EH:التشامورو	ar-ER:التشامورو	ar-IL:التشامورو	ar-IQ:التشامورو	ar-JO:التشامورو	ar-KM:التشامورو	ar-KW:التشامورو	ar-LB:التشامورو	ar-LY:التشامورو	ar-MA:التشامورو	ar-MR:التشامورو
chb	am:ቺብቻ	ar:التشيبشا	ar-AE:التشيبشا	ar-BH:التشيبشا	ar-DJ:التشيبشا	ar-DZ:التشيبشا	ar-EG:التشيبشا	ar-EH:التشيبشا	ar-ER:التشيبشا	ar-IL:التشيبشا	ar-IQ:التشيبشا	ar-JO:التشيبشا	ar-KM:التشيبشا	ar-KW:التشيبشا	ar-LB:التشيبشا	ar-LY:التشيبشا	ar-MA:التشيبشا	ar-MR:التشيبشا	ar-OM:التشيبشا	ar-PS:التشيبشا
