231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
1FACE..1FACF  ; Basic_Emoji                  ; moose..donkey                                                  # E15.0  [2] (🫎..🫏)
1FAD0..1FAD6  ; Basic_Emoji                  ; blueberries..teapot                                            # E13.0  [7] (🫐..🫖)
1FAD7..1FAD9  ; Basic_Emoji                  ; pouring liquid..jar                                            # E14.0  [3] (🫗..🫙)
1FADA..1FADB  ; Basic_Emoji                  ; ginger root..pea pod                                           # E15.0  [2] (🫚..🫛)
1FADC         ; Basic_Emoji                  ; root vegetable                                                 # E16.0  [1] (🫜)
1FADD         ; Basic_Emoji                  ; pickle                                                         # E18.0  [1] (🫝)
1FADF         ; Basic_Emoji                  ; splatter                                                       # E16.0  [1] (🫟)
1FAE0..1FAE7  ; Basic_Emoji                  ; melting face..bubbles                                          # E14.0  [8] (🫠..🫧)
1FAE8         ; Basic_Emoji                  ; shaking face                                                   # E15.0  [1] (🫨)
1FAE9         ; Basic_Emoji                  ; face with bags under eyes                                      # E16.0  [1] (🫩)
1FAEA         ; Basic_Emoji                  ; distorted face                                                 # E17.0  [1] (🫪)
1FAEB         ; Basic_Emoji                  ; cracking face                                                  # E18.0  [1] (🫫)
1FAEF         ; Basic_Emoji                  ; fight cloud                                                    # E17.0  [1] (🫯)
1FAF0..1FAF6  ; Basic_Emoji                  ; hand with index finger and thumb crossed..heart hands          # E14.0  [7] (🫰..🫶)
1FAF7..1FAF8  ; Basic_Emoji                  ; leftwards pushing hand..rightwards pushing hand                # E15.0  [2] (🫷..🫸)
1FAF9..1FAFA  ; Basic_Emoji                  ; leftwards thumb sign..rightwards thumb sign                    # E18.0  [2] (🫹..🫺)
00A9 FE0F     ; Basic_Emoji                  ; copyright                                                      # E0.6   [1] (©️)
00AE FE0F     ; Basic_Emoji                  ; registered                                                     # E0.6   [1] (®️)
203C FE0F     ; Basic_Emoji                  ; double exclamation mark                                        # E0.6   [1] (‼️)
2049 FE0F     ; Basic_Emoji                  ; exclamation question mark                                      # E0.6   [1] (⁉️)
2122 FE0F     ; Basic_Emoji                  ; trade mark                                                     # E0.6   [1] (™️)
2139 FE0F     ; Basic_Emoji                  ; information                                                    # E0.6   [1] (ℹ️)
2194 FE0F     ; Basic_Emoji                  ; left-right arrow                                               # E0.6   [1] (↔️)
2195 FE0F     ; Basic_Emoji                  ; up-down arrow                                                  # E0.6   [1] (↕️)
2196 FE0F     ; Basic_Emoji                  ; up-left arrow                                                  # E0.6   [1] (↖️)
2197 FE0F     ; Basic_Emoji                  ; up-right arrow                                                 # E0.6   [1] (↗️)
2198 FE0F     ; Basic_Emoji                  ; down-right arrow                                               # E0.6   [1] (↘️)
2199 FE0F     ; Basic_Emoji                  ; down-left arrow                                                # E0.6   [1] (↙️)
21A9 FE0F     ; Basic_Emoji                  ; right arrow curving left                                       # E0.6   [1] (↩️)
21AA FE0F     ; Basic_Emoji                  ; left arrow curving right                                       # E0.6   [1] (↪️)
2328 FE0F     ; Basic_Emoji                  ; keyboard                                                       # E1.0   [1] (⌨️)
23CF FE0F     ; Basic_Emoji                  ; eject button                                                   # E1.0   [1] (⏏️)
23ED FE0F     ; Basic_Emoji                  ; next track button                                              # E0.7   [1] (⏭️)
23EE FE0F     ; Basic_Emoji                  ; last track button                                              # E0.7   [1] (⏮️)
23EF FE0F     ; Basic_Emoji                  ; play or pause button                                           # E1.0   [1] (⏯️)
23F1 FE0F     ; Basic_Emoji                  ; stopwatch                                                      # E1.0   [1] (⏱️)
23F2 FE0F     ; Basic_Emoji                  ; timer clock                                                    # E1.0   [1] (⏲️)
23F8 FE0F     ; Basic_Emoji                  ; pause button                                                   # E0.7   [1] (⏸️)
23F9 FE0F     ; Basic_Emoji                  ; stop button                                                    # E0.7   [1] (⏹️)
23FA FE0F     ; Basic_Emoji                  ; record button                                                  # E0.7   [1] (⏺️)
24C2 FE0F     ; Basic_Emoji                  ; circled M                                                      # E0.6   [1] (Ⓜ️)
25AA FE0F     ; Basic_Emoji                  ; black small square                                             # E0.6   [1] (▪️)
25AB FE0F     ; Basic_Emoji                  ; white small square                                             # E0.6   [1] (▫️)
25B6 FE0F     ; Basic_Emoji                  ; play button                                                    # E0.6   [1] (▶️)
25C0 FE0F     ; Basic_Emoji                  ; reverse button                                                 # E0.6   [1] (◀️)
25FB FE0F     ; Basic_Emoji                  ; white medium square                                            # E0.6   [1] (◻️)
25FC FE0F     ; Basic_Emoji                  ; black medium square                                            # E0.6   [1] (◼️)
2600 FE0F     ; Basic_Emoji                  ; sun                                                            # E0.6   [1] (☀️)
2601 FE0F     ; Basic_Emoji                  ; cloud                                                          # E0.6   [1] (☁️)
2602 FE0F     ; Basic_Emoji                  ; umbrella                                                       # E0.7   [1] (☂️)
2603 FE0F     ; Basic_Emoji                  ; snowman                                                        # E0.7   [1] (☃️)
2604 FE0F     ; Basic_Emoji                  ; comet                                                          # E1.0   [1] (☄️)
260E FE0F     ; Basic_Emoji                  ; telephone                                                      # E0.6   [1] (☎️)
2611 FE0F     ; Basic_Emoji                  ; check box with check                                           # E0.6   [1] (☑️)
